Strike,Stock,option_price,IV
18800.0,17858.2,161.1,0.11

18600.0,17858.2,223.6,0.11

18650.0,17858.2,0.0,0.01

18700.0,17858.2,192.0,0.11

18500.0,17858.2,264.0,0.11

18550.0,17858.2,0.0,0.01

18400.0,17858.2,299.35,0.11

18450.0,17858.2,0.0,0.0

18250.0,17858.2,830.6,0.25

18300.0,17858.2,343.25,0.11

18350.0,17858.2,0.0,0.0

18100.0,17858.2,442.0,0.11

18150.0,17858.2,0.0,-0.0

18200.0,17858.2,392.05,0.11

18000.0,17858.2,500.0,0.11

18050.0,17858.2,0.0,-0.0

17900.0,17858.2,552.1,0.11

17950.0,17858.2,0.0,-0.0

17750.0,17858.2,0.0,-0.0

17800.0,17858.2,612.0,0.11

17850.0,17858.2,0.0,-0.0

17600.0,17858.2,753.7,0.11

17650.0,17858.2,0.0,-0.0

17700.0,17858.2,655.0,0.1

17500.0,17858.2,806.0,0.1

17550.0,17858.2,0.0,-0.0

17400.0,17858.2,890.0,0.1

17450.0,17858.2,0.0,-0.0

17250.0,17858.2,0.0,-0.0

17300.0,17858.2,0.0,-0.0

17350.0,17858.2,0.0,-0.0

17150.0,17858.2,0.0,-0.0

17200.0,17858.2,0.0,-0.0

17050.0,17858.2,0.0,-0.0

17100.0,17858.2,0.0,-0.0

16900.0,17858.2,0.0,-0.0

16950.0,17858.2,0.0,-0.0

16750.0,17858.2,0.0,-0.0

16800.0,17956.6,0.0,-0.0

16850.0,17956.6,0.0,-0.0

16650.0,17956.6,0.0,-0.0

16700.0,17956.6,0.0,-0.0

16550.0,17956.6,0.0,-0.0

16600.0,17956.6,0.0,-0.0

16350.0,17956.6,0.0,-0.0

16400.0,17956.6,0.0,-0.0

16450.0,17956.6,0.0,-0.0

12000.0,17956.6,0.0,-0.3

23000.0,17956.6,6.95,0.21

24000.0,17956.6,7.0,0.25

21000.0,17956.6,9.2,0.14

22000.0,17956.6,7.45,0.18

19750.0,17956.6,0.0,0.05

20000.0,17956.6,20.05,0.11

19600.0,17956.6,0.0,0.04

19650.0,17956.6,0.0,0.05

19700.0,17956.6,0.0,0.05

19450.0,17956.6,0.0,0.04

19500.0,17956.6,45.15,0.1

19550.0,17956.6,0.0,0.04

19350.0,17956.6,0.0,0.03

19400.0,17956.6,0.0,0.04

19200.0,17956.6,0.0,0.03

19250.0,17956.6,0.0,0.03

19300.0,17956.6,0.0,0.03

19100.0,17956.6,97.0,0.1

19150.0,17956.6,0.0,0.03

18950.0,17956.6,0.0,0.02

19000.0,17956.6,120.0,0.1

19050.0,17956.6,0.0,0.02

18850.0,17956.6,0.0,0.02

18900.0,17956.6,146.1,0.1

18750.0,17956.6,0.0,0.01

18800.0,17956.6,169.25,0.1

18600.0,17956.6,239.0,0.1

18650.0,17956.6,0.0,0.01

18700.0,17956.6,202.0,0.1

18500.0,17956.6,279.65,0.1

18550.0,17956.6,0.0,0.0

18400.0,17956.6,323.45,0.1

18450.0,17956.6,0.0,0.0

18250.0,17956.6,830.6,0.24

18300.0,17956.6,368.7,0.1

18350.0,17956.6,0.0,0.0

18100.0,17956.6,476.0,0.1

18150.0,17956.6,0.0,-0.0

18200.0,17956.6,417.0,0.1

18000.0,17956.6,528.2,0.1

18050.0,17956.6,0.0,-0.0

17900.0,17956.6,586.8,0.1

17950.0,17956.6,0.0,-0.0

17750.0,17956.6,0.0,-0.0

17800.0,17956.6,650.1,0.1

17850.0,17956.6,0.0,-0.0

17600.0,17956.6,797.0,0.1

17650.0,17956.6,0.0,-0.0

17700.0,17956.6,723.1,0.1

17500.0,17956.6,861.0,0.09

17550.0,17956.6,0.0,-0.0

17400.0,17956.6,944.0,0.08

17450.0,17956.6,0.0,-0.0

17250.0,17956.6,0.0,-0.0

17300.0,17956.6,0.0,-0.0

17350.0,17956.6,0.0,-0.0

17150.0,17956.6,0.0,-0.0

17200.0,17956.6,0.0,-0.0

17050.0,17956.6,0.0,-0.0

17100.0,17956.6,0.0,-0.0

16900.0,17956.6,0.0,-0.0

16950.0,17956.6,0.0,-0.0

16750.0,17956.6,0.0,-0.0

16800.0,17894.85,0.0,-0.0

16850.0,17894.85,0.0,-0.0

16650.0,17894.85,0.0,-0.0

16700.0,17894.85,0.0,-0.0

16550.0,17894.85,0.0,-0.0

16600.0,17894.85,0.0,-0.0

16350.0,17894.85,0.0,-0.0

16400.0,17894.85,0.0,-0.0

16450.0,17894.85,0.0,-0.0

12000.0,17894.85,0.0,-0.3

23000.0,17894.85,5.85,0.21

24000.0,17894.85,7.0,0.25

21000.0,17894.85,9.9,0.15

22000.0,17894.85,6.85,0.18

19750.0,17894.85,0.0,0.05

20000.0,17894.85,19.35,0.12

19600.0,17894.85,0.0,0.05

19650.0,17894.85,0.0,0.05

19700.0,17894.85,0.0,0.05

19500.0,17894.85,41.1,0.11

19550.0,17894.85,0.0,0.05

19350.0,17894.85,0.0,0.04

19400.0,17894.85,0.0,0.04

19450.0,17894.85,0.0,0.04

19250.0,17894.85,0.0,0.04

19300.0,17894.85,0.0,0.04

19100.0,17894.85,88.0,0.11

19150.0,17894.85,0.0,0.03

19200.0,17894.85,0.0,0.03

19000.0,17894.85,106.0,0.11

19050.0,17894.85,0.0,0.03

18900.0,17894.85,122.1,0.1

18950.0,17894.85,0.0,0.02

18750.0,17894.85,0.0,0.02

18800.0,17894.85,151.0,0.11

18850.0,17894.85,0.0,0.02

18600.0,17894.85,210.0,0.11

18650.0,17894.85,0.0,0.01

18700.0,17894.85,179.0,0.11

18500.0,17894.85,246.0,0.11

18550.0,17894.85,0.0,0.01

18400.0,17894.85,285.55,0.11

18450.0,17894.85,0.0,0.0

18250.0,17894.85,830.6,0.26

18300.0,17894.85,337.15,0.11

18350.0,17894.85,0.0,0.0

18100.0,17894.85,428.45,0.11

18150.0,17894.85,0.0,-0.0

18200.0,17894.85,380.0,0.11

17950.0,17894.85,813.2,0.2

18000.0,17894.85,487.0,0.11

18050.0,17894.85,0.0,-0.0

17900.0,17894.85,544.0,0.1

17750.0,17894.85,0.0,-0.0

17800.0,17894.85,604.05,0.1

17850.0,17894.85,0.0,-0.0

17600.0,17894.85,755.0,0.11

17650.0,17894.85,0.0,-0.0

17700.0,17894.85,670.0,0.1

17500.0,17894.85,805.7,0.09

17550.0,17894.85,0.0,-0.0

17400.0,17894.85,944.0,0.12

17450.0,17894.85,0.0,-0.0

17250.0,17894.85,0.0,-0.0

17300.0,17894.85,0.0,-0.0

17350.0,17894.85,0.0,-0.0

17150.0,17894.85,0.0,-0.0

17200.0,17894.85,0.0,-0.0

17050.0,17894.85,0.0,-0.0

17100.0,17894.85,0.0,-0.0

16900.0,17894.85,0.0,-0.0

16950.0,17894.85,0.0,-0.0

16750.0,17894.85,0.0,-0.0

23000.0,18053.3,5.85,0.21

24000.0,18053.3,7.0,0.25

21000.0,18053.3,10.0,0.14

22000.0,18053.3,7.8,0.18

19700.0,18053.3,0.0,0.05

19750.0,18053.3,0.0,0.05

20000.0,18053.3,22.0,0.11

19600.0,18053.3,0.0,0.04

19650.0,18053.3,0.0,0.04

19450.0,18053.3,0.0,0.04

19500.0,18053.3,42.45,0.1

19550.0,18053.3,0.0,0.04

19350.0,18053.3,0.0,0.03

19400.0,18053.3,0.0,0.03

19200.0,18053.3,0.0,0.03

19250.0,18053.3,0.0,0.03

19300.0,18053.3,0.0,0.03

19100.0,18053.3,88.65,0.09

19150.0,18053.3,0.0,0.02

18950.0,18053.3,0.0,0.02

19000.0,18053.3,115.5,0.1

19050.0,18053.3,0.0,0.02

18850.0,18053.3,0.0,0.01

18900.0,18053.3,142.2,0.1

18750.0,18053.3,0.0,0.01

18800.0,18053.3,166.15,0.1

18600.0,18053.3,237.0,0.1

18650.0,18053.3,0.0,0.0

18700.0,18053.3,199.0,0.1

18500.0,18053.3,282.0,0.1

18550.0,18053.3,0.0,0.0

18350.0,18053.3,0.0,-0.0

18400.0,18053.3,342.2,0.1

18450.0,18053.3,0.0,0.0

18250.0,18053.3,660.0,0.18

18300.0,18053.3,380.0,0.1

18150.0,18053.3,0.0,-0.0

18200.0,18053.3,429.35,0.1

18000.0,18053.3,555.5,0.1

18050.0,18053.3,0.0,-0.0

18100.0,18053.3,491.0,0.1

17900.0,18053.3,616.75,0.09

17950.0,18053.3,813.2,0.17

17750.0,18053.3,0.0,-0.0

17800.0,18053.3,690.0,0.09

17850.0,18053.3,0.0,-0.0

17600.0,18053.3,810.0,0.06

17650.0,18053.3,0.0,-0.0

17700.0,18053.3,729.8,0.07

17500.0,18053.3,905.0,0.07

17550.0,18053.3,0.0,-0.0

17350.0,18053.3,0.0,-0.0

17450.0,18053.3,0.0,-0.0

17250.0,18053.3,0.0,-0.0

17300.0,18053.3,0.0,-0.0

17150.0,18053.3,0.0,-0.0

17200.0,18053.3,0.0,-0.0

17050.0,18053.3,0.0,-0.0

17100.0,18053.3,0.0,-0.0

16900.0,18053.3,0.0,-0.0

16950.0,18053.3,0.0,-0.0

16750.0,18053.3,0.0,-0.0

16800.0,18053.3,0.0,-0.0

16850.0,18053.3,0.0,-0.0

16650.0,18053.3,0.0,-0.0

16700.0,18053.3,0.0,-0.0

16550.0,18053.3,0.0,-0.0

16600.0,18053.3,0.0,-0.0

16350.0,18053.3,0.0,-0.0

16400.0,18053.3,0.0,-0.0

16450.0,18053.3,0.0,-0.0

12000.0,18053.3,0.0,-0.3

19000.0,18165.35,140.0,0.1

19050.0,18165.35,0.0,0.02

19600.0,18165.35,0.0,0.04

19650.0,18165.35,0.0,0.04

19450.0,18165.35,0.0,0.03

19500.0,18165.35,49.25,0.1

19550.0,18165.35,0.0,0.04

19350.0,18165.35,0.0,0.03

19400.0,18165.35,0.0,0.03

23000.0,18165.35,7.8,0.21

24000.0,18165.35,7.0,0.25

21000.0,18165.35,10.2,0.14

22000.0,18165.35,7.35,0.17

19700.0,18165.35,0.0,0.04

19750.0,18165.35,0.0,0.04

20000.0,18165.35,22.95,0.11

12000.0,18165.35,0.0,-0.3

16350.0,18165.35,0.0,-0.0

16400.0,18165.35,0.0,-0.0

16450.0,18165.35,0.0,-0.0

16800.0,18165.35,0.0,-0.0

16600.0,18165.35,0.0,-0.0

16650.0,18165.35,0.0,-0.0

16700.0,18165.35,0.0,-0.0

16550.0,18165.35,0.0,-0.0

17150.0,18165.35,0.0,-0.0

17200.0,18165.35,0.0,-0.0

17050.0,18165.35,0.0,-0.0

17100.0,18165.35,0.0,-0.0

16850.0,18165.35,0.0,-0.0

16900.0,18165.35,0.0,-0.0

16950.0,18165.35,0.0,-0.0

16750.0,18165.35,0.0,-0.0

17550.0,18165.35,0.0,-0.0

17350.0,18165.35,0.0,-0.0

17450.0,18165.35,0.0,-0.0

17250.0,18165.35,0.0,-0.0

17300.0,18165.35,0.0,-0.0

17950.0,18165.35,813.2,0.15

17750.0,18165.35,0.0,-0.0

17800.0,18165.35,769.2,0.09

17600.0,18165.35,916.3,0.07

17650.0,18165.35,0.0,-0.0

17700.0,18165.35,823.55,0.07

18100.0,18165.35,566.35,0.1

18150.0,18165.35,0.0,-0.0

18200.0,18165.35,504.0,0.1

18000.0,18165.35,628.1,0.09

18050.0,18165.35,0.0,-0.0

17850.0,18165.35,0.0,-0.0

17900.0,18165.35,690.0,0.09

18700.0,18165.35,240.5,0.1

18450.0,18165.35,351.8,0.1

18500.0,18165.35,335.25,0.1

18550.0,18165.35,0.0,0.0

18350.0,18165.35,406.95,0.1

18400.0,18165.35,387.6,0.1

18250.0,18165.35,450.0,0.09

18300.0,18165.35,437.55,0.1

18850.0,18165.35,0.0,0.01

18900.0,18165.35,169.6,0.1

18750.0,18165.35,0.0,0.0

18800.0,18165.35,203.0,0.1

18600.0,18165.35,283.3,0.1

18650.0,18165.35,0.0,0.0

19200.0,18165.35,0.0,0.02

19250.0,18165.35,0.0,0.02

19300.0,18165.35,0.0,0.03

19100.0,18165.35,114.85,0.1

19150.0,18165.35,0.0,0.02

18950.0,18165.35,0.0,0.01

19000.0,18107.85,115.5,0.09

19050.0,18107.85,0.0,0.02

19600.0,18107.85,0.0,0.04

19650.0,18107.85,0.0,0.04

19450.0,18107.85,0.0,0.04

19500.0,18107.85,40.0,0.1

19550.0,18107.85,0.0,0.04

19350.0,18107.85,0.0,0.03

19400.0,18107.85,0.0,0.03

24000.0,18107.85,7.0,0.25

21000.0,18107.85,9.15,0.14

22000.0,18107.85,6.5,0.17

23000.0,18107.85,7.8,0.22

19700.0,18107.85,0.0,0.05

19750.0,18107.85,0.0,0.05

20000.0,18107.85,19.5,0.11

12000.0,18107.85,0.0,-0.3

16350.0,18107.85,0.0,-0.0

16400.0,18107.85,0.0,-0.0

16450.0,18107.85,0.0,-0.0

16800.0,18107.85,0.0,-0.0

16650.0,18107.85,0.0,-0.0

16700.0,18107.85,0.0,-0.0

16550.0,18107.85,0.0,-0.0

16600.0,18107.85,0.0,-0.0

17150.0,18107.85,0.0,-0.0

17200.0,18107.85,0.0,-0.0

17050.0,18107.85,0.0,-0.0

17100.0,18107.85,0.0,-0.0

16850.0,18107.85,0.0,-0.0

16900.0,18107.85,0.0,-0.0

16950.0,18107.85,0.0,-0.0

16750.0,18107.85,0.0,-0.0

17550.0,18107.85,0.0,-0.0

17350.0,18107.85,0.0,-0.0

17450.0,18107.85,0.0,-0.0

17250.0,18107.85,0.0,-0.0

17300.0,18107.85,0.0,-0.0

17900.0,18107.85,627.85,0.08

17950.0,18107.85,813.2,0.17

17750.0,18107.85,0.0,-0.0

17800.0,18107.85,690.0,0.08

17600.0,18107.85,868.0,0.08

17650.0,18107.85,0.0,-0.0

17700.0,18107.85,766.0,0.07

18300.0,18107.85,380.0,0.09

18350.0,18107.85,406.95,0.11

18100.0,18107.85,498.0,0.09

18150.0,18107.85,0.0,-0.0

18200.0,18107.85,439.75,0.09

18000.0,18107.85,561.8,0.09

18050.0,18107.85,0.0,-0.0

17850.0,18107.85,0.0,-0.0

18450.0,18107.85,320.0,0.1

18500.0,18107.85,283.05,0.09

18550.0,18107.85,0.0,0.0

18400.0,18107.85,329.3,0.09

18250.0,18107.85,450.0,0.1

18850.0,18107.85,0.0,0.01

18900.0,18107.85,140.0,0.09

18700.0,18107.85,202.15,0.09

18750.0,18107.85,0.0,0.01

18800.0,18107.85,168.0,0.09

18600.0,18107.85,240.0,0.09

18650.0,18107.85,0.0,0.0

19200.0,18107.85,0.0,0.03

19250.0,18107.85,0.0,0.03

19300.0,18107.85,0.0,0.03

19100.0,18107.85,92.0,0.09

19150.0,18107.85,0.0,0.02

18950.0,18107.85,0.0,0.02

19050.0,18027.65,0.0,0.02

18850.0,18027.65,0.0,0.02

19650.0,18027.65,0.0,0.05

19700.0,18027.65,0.0,0.05

19450.0,18027.65,0.0,0.04

19500.0,18027.65,36.0,0.1

19550.0,18027.65,0.0,0.04

19350.0,18027.65,0.0,0.04

19400.0,18027.65,0.0,0.04

23000.0,18027.65,5.55,0.21

24000.0,18027.65,7.0,0.26

21000.0,18027.65,8.55,0.14

22000.0,18027.65,7.45,0.18

19750.0,18027.65,0.0,0.05

20000.0,18027.65,18.2,0.11

19600.0,18027.65,0.0,0.05

12000.0,18027.65,0.0,-0.3

16350.0,18027.65,0.0,-0.0

16400.0,18027.65,0.0,-0.0

16450.0,18027.65,0.0,-0.0

16800.0,18027.65,0.0,-0.0

16850.0,18027.65,0.0,-0.0

16650.0,18027.65,0.0,-0.0

16700.0,18027.65,0.0,-0.0

16550.0,18027.65,0.0,-0.0

16600.0,18027.65,0.0,-0.0

17200.0,18027.65,0.0,-0.0

17050.0,18027.65,0.0,-0.0

17100.0,18027.65,0.0,-0.0

16900.0,18027.65,0.0,-0.0

16950.0,18027.65,0.0,-0.0

16750.0,18027.65,0.0,-0.0

17550.0,18027.65,0.0,-0.0

17600.0,18027.65,868.0,0.12

17400.0,18027.65,950.0,0.05

17450.0,18027.65,0.0,-0.0

17250.0,18027.65,0.0,-0.0

17300.0,18027.65,0.0,-0.0

17350.0,18027.65,0.0,-0.0

17150.0,18027.65,0.0,-0.0

17950.0,18027.65,813.2,0.19

17750.0,18027.65,0.0,-0.0

17800.0,18027.65,655.0,0.09

17850.0,18027.65,0.0,-0.0

17650.0,18027.65,0.0,-0.0

17700.0,18027.65,730.0,0.09

17500.0,18027.65,870.0,0.07

18300.0,18027.65,356.0,0.1

18100.0,18027.65,464.0,0.1

18150.0,18027.65,0.0,-0.0

18200.0,18027.65,404.0,0.1

18000.0,18027.65,527.0,0.1

18050.0,18027.65,0.0,-0.0

17900.0,18027.65,590.5,0.1

18700.0,18027.65,188.55,0.1

18500.0,18027.65,262.6,0.1

18550.0,18027.65,0.0,0.0

18350.0,18027.65,332.6,0.1

18400.0,18027.65,309.75,0.1

18450.0,18027.65,320.0,0.11

18250.0,18027.65,388.0,0.1

18900.0,18027.65,129.0,0.1

18950.0,18027.65,0.0,0.02

18750.0,18027.65,0.0,0.01

18800.0,18027.65,152.05,0.1

18600.0,18027.65,222.0,0.1

18650.0,18027.65,0.0,0.01

19250.0,18027.65,0.0,0.03

19300.0,18027.65,0.0,0.03

19100.0,18027.65,80.5,0.1

19150.0,18027.65,0.0,0.03

19200.0,18027.65,0.0,0.03

19000.0,18027.65,105.55,0.1

19050.0,18118.55,0.0,0.02

19600.0,18118.55,0.0,0.04

19650.0,18118.55,0.0,0.05

19700.0,18118.55,0.0,0.05

19450.0,18118.55,0.0,0.04

19500.0,18118.55,36.9,0.1

19550.0,18118.55,0.0,0.04

19350.0,18118.55,0.0,0.03

19400.0,18118.55,0.0,0.04

19200.0,18118.55,0.0,0.03

23000.0,18118.55,6.0,0.22

24000.0,18118.55,7.0,0.26

21000.0,18118.55,8.35,0.14

22000.0,18118.55,7.35,0.18

19750.0,18118.55,0.0,0.05

20000.0,18118.55,18.0,0.11

11000.0,18118.55,7212.65,0.64

12000.0,18118.55,0.0,-0.3

16350.0,18118.55,0.0,-0.0

16400.0,18118.55,0.0,-0.0

16450.0,18118.55,0.0,-0.0

16800.0,18118.55,0.0,-0.0

16850.0,18118.55,0.0,-0.0

16650.0,18118.55,0.0,-0.0

16700.0,18118.55,0.0,-0.0

16550.0,18118.55,0.0,-0.0

16600.0,18118.55,0.0,-0.0

17150.0,18118.55,0.0,-0.0

17200.0,18118.55,0.0,-0.0

17050.0,18118.55,0.0,-0.0

17100.0,18118.55,0.0,-0.0

16900.0,18118.55,0.0,-0.0

16950.0,18118.55,0.0,-0.0

16750.0,18118.55,0.0,-0.0

17550.0,18118.55,0.0,-0.0

17600.0,18118.55,868.0,0.09

17350.0,18118.55,0.0,-0.0

17400.0,18118.55,1039.0,0.08

17450.0,18118.55,0.0,-0.0

17250.0,18118.55,0.0,-0.0

17300.0,18118.55,0.0,-0.0

17950.0,18118.55,813.2,0.17

17750.0,18118.55,0.0,-0.0

17800.0,18118.55,709.0,0.09

17850.0,18118.55,0.0,-0.0

17650.0,18118.55,0.0,-0.0

17700.0,18118.55,730.0,0.04

17500.0,18118.55,930.2,0.05

18100.0,18118.55,501.0,0.1

18150.0,18118.55,470.1,0.1

18200.0,18118.55,443.85,0.1

18000.0,18118.55,570.1,0.1

18050.0,18118.55,0.0,-0.0

17900.0,18118.55,636.65,0.09

18700.0,18118.55,200.35,0.1

18500.0,18118.55,286.95,0.1

18550.0,18118.55,0.0,0.0

18350.0,18118.55,364.0,0.1

18400.0,18118.55,338.35,0.1

18450.0,18118.55,320.0,0.1

18250.0,18118.55,436.0,0.1

18300.0,18118.55,383.0,0.1

18850.0,18118.55,0.0,0.01

18900.0,18118.55,135.15,0.1

18950.0,18118.55,0.0,0.02

18750.0,18118.55,0.0,0.01

18800.0,18118.55,168.0,0.1

18600.0,18118.55,239.05,0.1

18650.0,18118.55,0.0,0.0

19250.0,18118.55,0.0,0.03

19300.0,18118.55,0.0,0.03

19100.0,18118.55,85.45,0.09

19150.0,18118.55,0.0,0.02

19000.0,18118.55,112.0,0.1

12000.0,18118.3,0.0,-0.3

16350.0,18118.3,0.0,-0.0

16400.0,18118.3,0.0,-0.0

16450.0,18118.3,0.0,-0.0

16800.0,18118.3,0.0,-0.0

16850.0,18118.3,0.0,-0.0

16650.0,18118.3,0.0,-0.0

16700.0,18118.3,0.0,-0.0

16550.0,18118.3,0.0,-0.0

16600.0,18118.3,0.0,-0.0

17200.0,18118.3,0.0,-0.0

17050.0,18118.3,0.0,-0.0

17100.0,18118.3,0.0,-0.0

16900.0,18118.3,0.0,-0.0

16950.0,18118.3,0.0,-0.0

16750.0,18118.3,0.0,-0.0

17550.0,18118.3,0.0,-0.0

17350.0,18118.3,0.0,-0.0

17400.0,18118.3,1039.0,0.09

17450.0,18118.3,0.0,-0.0

17250.0,18118.3,0.0,-0.0

17300.0,18118.3,0.0,-0.0

17150.0,18118.3,0.0,-0.0

17950.0,18118.3,813.2,0.18

17750.0,18118.3,0.0,-0.0

17800.0,18118.3,691.75,0.09

17850.0,18118.3,0.0,-0.0

17600.0,18118.3,900.0,0.11

17650.0,18118.3,0.0,-0.0

17500.0,18118.3,911.55,-1.5

18300.0,18118.3,379.0,0.1

18100.0,18118.3,487.45,0.09

18150.0,18118.3,463.3,0.1

18200.0,18118.3,435.6,0.1

18000.0,18118.3,555.0,0.09

18050.0,18118.3,0.0,-0.0

17900.0,18118.3,619.7,0.09

18500.0,18118.3,275.5,0.1

18550.0,18118.3,0.0,0.0

18350.0,18118.3,352.75,0.1

18400.0,18118.3,324.0,0.1

18450.0,18118.3,320.0,0.1

18250.0,18118.3,415.0,0.1

18850.0,18118.3,0.0,0.01

18900.0,18118.3,128.0,0.09

18950.0,18118.3,0.0,0.02

18700.0,18118.3,197.95,0.1

18750.0,18118.3,0.0,0.01

18800.0,18118.3,163.3,0.1

18600.0,18118.3,233.0,0.1

18650.0,18118.3,0.0,0.0

19250.0,18118.3,0.0,0.03

19300.0,18118.3,0.0,0.03

19100.0,18118.3,85.0,0.09

19150.0,18118.3,0.0,0.03

19200.0,18118.3,0.0,0.03

19000.0,18118.3,110.0,0.1

19050.0,18118.3,0.0,0.02

19650.0,18118.3,0.0,0.05

19700.0,18118.3,0.0,0.05

19450.0,18118.3,0.0,0.04

19500.0,18118.3,36.15,0.1

19550.0,18118.3,0.0,0.04

19350.0,18118.3,0.0,0.03

19400.0,18118.3,0.0,0.04

23000.0,18118.3,4.6,0.21

24000.0,18118.3,7.0,0.26

21000.0,18118.3,7.5,0.14

22000.0,18118.3,6.9,0.18

19750.0,18118.3,0.0,0.05

20000.0,18118.3,18.6,0.11

19600.0,18118.3,0.0,0.04

19000.0,17891.95,80.8,0.11

19050.0,17891.95,0.0,0.03

19650.0,17891.95,0.0,0.06

19700.0,17891.95,0.0,0.06

19500.0,17891.95,30.7,0.11

19550.0,17891.95,0.0,0.05

19350.0,17891.95,0.0,0.04

19400.0,17891.95,0.0,0.05

19450.0,17891.95,0.0,0.05

24000.0,17891.95,7.0,0.28

21000.0,17891.95,7.95,0.16

22000.0,17891.95,6.35,0.2

23000.0,17891.95,4.45,0.22

19750.0,17891.95,0.0,0.06

20000.0,17891.95,18.0,0.13

19600.0,17891.95,0.0,0.05

11000.0,17891.95,7212.65,0.8

12000.0,17891.95,0.0,-0.3

16350.0,17891.95,0.0,-0.0

16400.0,17891.95,0.0,-0.0

16450.0,17891.95,0.0,-0.0

16800.0,17891.95,0.0,-0.0

16850.0,17891.95,0.0,-0.0

16650.0,17891.95,0.0,-0.0

16700.0,17891.95,0.0,-0.0

16550.0,17891.95,0.0,-0.0

16600.0,17891.95,0.0,-0.0

17200.0,17891.95,0.0,-0.0

17050.0,17891.95,0.0,-0.0

17100.0,17891.95,0.0,-0.0

16900.0,17891.95,0.0,-0.0

16950.0,17891.95,0.0,-0.0

16750.0,17891.95,0.0,-0.0

17400.0,17891.95,1039.0,0.19

17450.0,17891.95,0.0,-0.0

17250.0,17891.95,0.0,-0.0

17300.0,17891.95,0.0,-0.0

17350.0,17891.95,0.0,-0.0

17150.0,17891.95,0.0,-0.0

17750.0,17891.95,0.0,-0.0

17800.0,17891.95,556.35,0.1

17850.0,17891.95,0.0,-0.0

17600.0,17891.95,684.8,0.1

17650.0,17891.95,0.0,-0.0

17700.0,17891.95,616.5,0.1

17500.0,17891.95,754.6,0.09

17550.0,17891.95,0.0,-0.0

18100.0,17891.95,382.65,0.11

18150.0,17891.95,356.5,0.11

18200.0,17891.95,335.6,0.11

17950.0,17891.95,475.0,0.11

18000.0,17891.95,432.55,0.1

18050.0,17891.95,404.0,0.1

17900.0,17891.95,494.0,0.1

18700.0,17891.95,140.1,0.1

18500.0,17891.95,207.55,0.11

18550.0,17891.95,185.0,0.1

18350.0,17891.95,264.85,0.11

18400.0,17891.95,243.0,0.11

18450.0,17891.95,320.0,0.14

18250.0,17891.95,310.8,0.11

18300.0,17891.95,289.9,0.11

18900.0,17891.95,93.0,0.1

18950.0,17891.95,0.0,0.03

18750.0,17891.95,0.0,0.02

18800.0,17891.95,114.0,0.1

18850.0,17891.95,0.0,0.02

18600.0,17891.95,188.7,0.11

18650.0,17891.95,0.0,0.01

19250.0,17891.95,0.0,0.04

19300.0,17891.95,0.0,0.04

19100.0,17891.95,64.4,0.11

19150.0,17891.95,0.0,0.04

19200.0,17891.95,0.0,0.04

19000.0,17604.35,68.0,0.13

19050.0,17604.35,0.0,0.05

19650.0,17604.35,0.0,0.07

19700.0,17604.35,0.0,0.07

19500.0,17604.35,28.4,0.13

19550.0,17604.35,0.0,0.07

19350.0,17604.35,37.2,0.13

19400.0,17604.35,0.0,0.06

19450.0,17604.35,0.0,0.06

24000.0,17604.35,7.0,0.3

21000.0,17604.35,6.5,0.17

22000.0,17604.35,5.55,0.21

23000.0,17604.35,3.8,0.24

19750.0,17604.35,0.0,0.08

20000.0,17604.35,16.55,0.15

19600.0,17604.35,0.0,0.07

11000.0,17604.35,6814.95,0.59

12000.0,17604.35,0.0,-0.3

16350.0,17604.35,0.0,-0.0

16400.0,17604.35,0.0,-0.0

16450.0,17604.35,0.0,-0.0

16850.0,17604.35,0.0,-0.0

16650.0,17604.35,0.0,-0.0

16700.0,17604.35,0.0,-0.0

16750.0,17604.35,0.0,-0.0

16550.0,17604.35,0.0,-0.0

16600.0,17604.35,0.0,-0.0

17200.0,17604.35,793.0,0.12

17250.0,17604.35,0.0,-0.0

17000.0,17604.35,945.55,0.11

